,job_id,job_title,company,state,district,location_desc,category,role,min_salary,max_salary,type_salary,date
56954,76481572,Manager - Department of Student Affairs and Sports Development,Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,05,0506,seremban district,10,manager,5000.0,7000.0,monthly,2024-06-10
56955,76554139,Legal Executive,Country Garden Pacificview Sdn. Bhd.,01,,johor bahru district,19,legal-executive,4500.0,5600.0,monthly,2024-06-13
56957,76572378,Admin Executive cum Receptionist,Persolkelly Workforce Solutions Malaysia Sdn. Bhd.,10,1007,petaling,01,administrative-executive,2500.0,2800.0,monthly,2024-06-13
56958,76557526,Account Executive/Supervisor,Hochuen Medical Sdn. Bhd.,,,others,00,account-executive,3500.0,5000.0,monthly,2024-06-13
56959,76571449,ACCOUNT OFFICER(ACCOUNT PAYABLE),M-Fischer Tech  Sdn. Bhd.,01,,johor bahru district,00,accounts-payable,3500.0,4500.0,monthly,2024-06-13
56960,76568515,Logistic Assistant,Blincon (M) Sdn. Bhd.,10,1007,petaling,20,logistics-assistant,1800.0,2200.0,monthly,2024-06-13
56961,76478743,Supply Chain Planning-(Chinese speaking),Sci Ecommerce Sdn. Bhd.,14,,kuala lumpur,20,,3500.0,5000.0,monthly,2024-06-10
56962,76567498,"HSE (Health, Safety and Environment) Executive",Trocellen S.E.A. Sdn Bhd (Telok Panglima Garang),10,1005,kuala langat,20,"health,-safety-and-environmental-executive",3500.0,4500.0,monthly,2024-06-13
56965,76587897,Senior Account Executive,Ikbal Salam & Associates,01,,johor bahru district,00,account-executive,4000.0,5000.0,monthly,2024-06-14
56966,76483242,B2B/Corporate Sales,Elitez Pte Ltd,10,1007,petaling,25,sales,4000.0,5000.0,monthly,2024-06-10
56970,76591753,HR Manager,Private Advertiser,12,1207,kota kinabalu district,16,human-resources-manager,5500.0,8000.0,monthly,2024-06-14
56971,76565267,Store Manager Trainee (Future Store Manager) Johor,Hla Garment (Malaysia) Sdn. Bhd.,01,,johor,24,store-manager,3800.0,4300.0,monthly,2024-06-13
56972,76589755,Accounts Executive,Elitez Pte Ltd,10,1007,petaling,00,accounts-executive,3000.0,4000.0,monthly,2024-06-14
56975,76584803,Medical Lab Technologist / Customer Service,Wellness Laboratories Centre Sdn. Bhd.,01,,johor bahru district,26,Medical-Laboratory-Technologist,1800.0,2700.0,monthly,2024-06-14
56979,76572475,Accounts Officer,Air & Odor Management Sdn. Bhd.,10,1007,petaling,00,account-officer,3300.0,4900.0,monthly,2024-06-13
56981,76588518,Retail Expert (Immediate hiring),Persolkelly Workforce Solutions Malaysia Sdn. Bhd.,10,10,sepang,24,retail-specialist,2000.0,3000.0,monthly,2024-06-14
56982,76586546,R&D Service Engineer,Anda Technologies Malaysia Sdn. Bhd.,06,0602,seberang perai,11,services-engineer,4000.0,6000.0,monthly,2024-06-14
56984,76475851,Junior Graphic Designer,Virgin Media Sdn..Bhd.,,,others,09,graphic-designer,2600.0,3200.0,monthly,2024-06-10
56985,76473519,Sales Manager - Property Developer (Kuala Lumpur / Johor),Bangsar Heights Pavilion Sdn. Bhd.,14,,kuala lumpur,23,property-developer,6000.0,8000.0,monthly,2024-06-10
56986,76594100,Immigration Consultant,Xpatmobi Sdn. Bhd.,10,1007,petaling,08,immigration-consultant,3000.0,4500.0,monthly,2024-06-14
56987,76557329,Accountant and Admin,Vast Winlay Engineering Sdn. Bhd.,10,1007,petaling,00,accountant,2800.0,4000.0,monthly,2024-06-13
56992,76474670,Quantity Surveyor,Pcc Sdn. Bhd.,10,10,kajang/bangi/serdang,07,quantity-surveyor,4000.0,6000.0,monthly,2024-06-10
56993,76587187,Solar Project Coordinator,Seng Hiap Metal Sdn. Bhd.,10,10,shah alam/subang,11,project-coordinator,5000.0,7000.0,monthly,2024-06-14
56996,76483884,Java Developer,Spark Systems Pte. Ltd.,14,,kuala lumpur,17,java-developer,9000.0,12000.0,monthly,2024-06-10
56997,76438266,Software Developer/ Electrical Engineering,Uas Innovations Sdn. Bhd.,07,,penang island,17,software-developer,5500.0,8000.0,monthly,2024-06-10
56998,76588870,Identity and Access Management Assistant Manager,Agensi Pekerjaan Recruitfirst Sdn. Bhd.,14,,kuala lumpur,17,identity-and-access-manager,6000.0,8500.0,monthly,2024-06-14
56999,76588543,Site Civil Engineer,Xd Power Transmission (M) Sdn. Bhd.,13,1302,bintulu division,07,civil-site-engineer,3200.0,4000.0,monthly,2024-06-14
57000,76570878,Teammates (Customer Service Representative) - Hong Kong Market,Taskus Sdn. Bhd.,14,,kuala lumpur,05,customer-service-representative-csr,3500.0,4700.0,monthly,2024-06-13
57001,76597057,Sales Consultant,Tropical Lifestyle Sdn. Bhd.,14,14,taman tun dr ismail,25,sales-consultant,3000.0,4500.0,monthly,2024-06-15
57002,76593971,Talent Acquisition Specialist,Novera Consultancy Sdn. Bhd.,14,,kuala lumpur,16,talent-acquisition-specialist,4000.0,6000.0,monthly,2024-06-14
57003,76560833,Marketing & Decorator Executive,Jr Success Group Sdn. Bhd.,10,10,shah alam/subang,21,decorator,2500.0,3500.0,monthly,2024-06-13
57004,76482130,Real Estate Agent (Negotiator) PG,Iqi Cs Group,07,,penang island,23,real-estate-agent,7000.0,10000.0,monthly,2024-06-10
57005,76581817,"Non Halal_Restaurant Crew Full-Timer ( é¤åå¨æ¿äººå, æå¡å) Kuala Lumpur",Shabu-Yo,14,,kuala lumpur,15,Restaurant-Crew,2000.0,3000.0,monthly,2024-06-14
57007,76545072,Admin Assistant (Property Management),Low Chee Group Sdn. Bhd.,10,1002,hulu langat,01,property-management-assistant,2000.0,2500.0,monthly,2024-06-12
57008,76586920,Junior Quality Engineer åçº§è´¨éå·¥ç¨å¸,Amgm Technology Sdn. Bhd.,02,0204,kuala muda,20,quality-engineer,4000.0,6000.0,monthly,2024-06-14
57009,76581991,Video Editor è§é¢ç¼è¾ (Fresh Graduate Acceptable),Ownzon Management,01,,johor bahru district,02,video-editor,2000.0,3000.0,monthly,2024-06-14
57010,76597330,Graphic Designer (Remote),Brew Interactive,14,,kuala lumpur,09,graphic-designer,4000.0,5000.0,monthly,2024-06-15
57013,76500707,Technical Sales & Support Manager(ASEAN) - Based in Penang,Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,07,,penang island,11,sales-support-manager,12000.0,16000.0,monthly,2024-06-11
57014,76598934,Maintenance Mechanic - SIGMA Malaysia,Otis Elevator Company (S) Pte Ltd,14,,kuala lumpur,29,maintenance-mechanic,2500.0,3000.0,monthly,2024-06-16
57015,76557050,Account Executive,Awh International Logistics Sdn. Bhd.,14,,kuala lumpur,00,account-executive,2500.0,3500.0,monthly,2024-06-13
57016,76585087,Purchasing Assistant cum Contracts,Temokin Builder Sdn. Bhd.,14,,kuala lumpur,07,purchasing-assistant,2500.0,3750.0,monthly,2024-06-14
57017,76569714,Part Time Pet Groomer,Toolr My Sdn. Bhd.,14,,kuala lumpur,12,pet-groomer,2000.0,3000.0,hourly,2024-06-13
57018,76477629,Senior Mechanical Design Engineer,Sea Asia Pacific Sdn. Bhd.,06,0602,seberang perai,11,mechanical-design-engineer,5500.0,6500.0,monthly,2024-06-10
57019,76588100,Front Office Assistant,Opus Hospitality Sdn. Bhd.,14,,kuala lumpur,15,front-office-assistant,2000.0,2500.0,monthly,2024-06-14
57021,76557639,Contracts Executive,Gt-Max Construction Sdn. Bhd.,10,1007,petaling,07,contract-executive,3000.0,4500.0,monthly,2024-06-13
57022,76538045,Boilerman I,Aica Asia Pacific Holding Pte Ltd,05,0506,seremban district,20,boiler-operator,2667.0,4000.0,monthly,2024-06-12
57024,76572213,Account Executive,H.M.L. Auto Marketing Sdn. Bhd.,,,jalan ipoh,00,account-executive,3500.0,4500.0,monthly,2024-06-13
57025,76480288,Property Agent | Real Estate Negotiator | Sales Executive,Quinco Realty Sdn. Bhd. (Hq),10,1007,petaling,23,Real-Estate-Negotiator,2500.0,3500.0,monthly,2024-06-10
57027,76566987,Client Relationship Executive -Digital Marketing,Dtb Creation Sdn. Bhd.,14,14,kl eco city,21,client-relationship-executive,3500.0,5000.0,monthly,2024-06-13
57029,76583806,Java Engineer,Ews Software Sdn. Bhd.,14,,kuala lumpur,17,java-engineer,12000.0,18000.0,monthly,2024-06-14
57031,76479405,A4 Chargeman,Sanden Air Conditioning (M) Sdn. Bhd.,10,10,shah alam/subang,11,a4-chargeman,3500.0,5000.0,monthly,2024-06-10
57032,76589219,Digital Operations Executive,People Profilers Pte Ltd,14,14,bangsar south,21,operations-executive,4000.0,6000.0,monthly,2024-06-14
57033,76569105,Document Controller cum Admin Assistant,Shanghai Baoye Group (Malaysia) Sdn..Bhd.,14,1402,cheras,01,document-controller,3500.0,5000.0,monthly,2024-06-13
57036,76576080,WWTP Technician (IETS),Kashima (Malaysia) Sdn. Bhd.,10,1002,hulu langat,20,technician,5000.0,6000.0,monthly,2024-06-14
57039,76570442,Retail Sales Associate é¶å®éå®å©ç,Fit Pioneer Resources Sdn. Bhd.,14,,kuala lumpur,24,retail-sales-associate,2400.0,3500.0,monthly,2024-06-13
57040,76569177,Tutor cum Center Admin,Tara Foundation,14,,kuala lumpur,10,administration,2400.0,3000.0,monthly,2024-06-13
57042,76592069,Digital Marketing (Marketing & Socia Media) - Support Hong Kong,Atech Solution,14,,kuala lumpur,21,digital-marketing,4000000.0,6000000.0,monthly,2024-06-14
57044,76561201,Manufacturing Production Executive,Tonn Cable Sdn. Bhd.,10,1002,hulu langat,20,production-executive,3000.0,4500.0,monthly,2024-06-13
57045,76568719,Weighbridge Clerk cum Admin,Heng Hup Metal Sdn. Bhd.,10,1007,petaling,01,administration,1800.0,2300.0,monthly,2024-06-13
57046,76580290,Service Delivery Manager (Technology),Basis Bay Group,10,1007,petaling,17,service-delivery-manager,7000.0,10000.0,monthly,2024-06-14
57047,76573985,"Accountant, Shared service",Michael Page International (Malaysia) Sdn. Bhd.,14,,kuala lumpur,00,accountant,7500.0,9000.0,monthly,2024-06-13
57049,76510706,Senior Facilities & Maintenance Engineer - Based in Penang Science Park,Agensi Pekerjaan Js Staffing Services Sdn. Bhd.,06,0602,seberang perai,11,facilities-maintenance-officer,6000.0,8000.0,monthly,2024-06-11
57052,76588363,Business Development Manager - Contract Logistics,Jingdong Holdings Malaysia Sdn. Bhd.,14,,kuala lumpur,25,business-development-manager,10000.0,15000.0,monthly,2024-06-14
57053,76553896,Marketing Executive (FMCG),Perfect Companion (M) Sdn. Bhd.,14,14,mont kiara,21,marketing-executive,3000.0,4500.0,monthly,2024-06-13
57054,76557675,Project Executive (Interior Renovation),Ark Empire Sb,10,,selangor,09,project-executive,3500.0,5000.0,monthly,2024-06-13
57055,76588435,Design Engineer (Primary) cum Engineering Coordinator,Xd Power Transmission (M) Sdn. Bhd.,13,1302,bintulu division,11,engineering-coordinator,5000.0,7000.0,monthly,2024-06-14
57056,76595705,outlet supervisor,Samudah Enterprise Sdn. Bhd.,13,1311,sibu division,24,outlet-supervisor,3000.0,4300.0,monthly,2024-06-15
57057,76568729,PROJECT ENGINEER,Climate Systems Sdn. Bhd.,14,,kuala lumpur,11,project-engineer,4000.0,5000.0,monthly,2024-06-13
57059,76595224,ACCOUNT ASSISTANT,Pekerjaan Piasau Konkerit Sdn Bhd (Ppk) (33138-D),13,1306,miri division,00,account-assistant,1800.0,2200.0,monthly,2024-06-15
57061,76495445,Admin Assistant,Recengine Trading Sdn. Bhd.,10,1007,petaling,01,administration-officer,1800.0,2600.0,monthly,2024-06-11
57063,76559408,HR Administrative Assistant,D & D Food & Beverage Sdn. Bhd.,14,14,taman tun dr ismail,01,Human-Resources-Administration-Officer,2000.0,2300.0,monthly,2024-06-13
57068,76586619,Interior Designer (Internship),Ark Empire Sb,10,1007,petaling,09,interior-designer,800.0,1000.0,monthly,2024-06-14
57071,76553537,Marketing Communications Manager,Sheraton Petaling Jaya Hotel,10,1007,petaling,21,marketing-communications-manager,6500.0,7500.0,monthly,2024-06-13
57072,76558256,Head of Department - Administration,Senheng Electric (Kl) Sdn. Bhd.,10,1002,hulu langat,01,head-of-department,5000.0,6000.0,monthly,2024-06-13
57074,76543103,Company Secretarial - Senior Executive,Vertical Limit Consulting Sdn. Bhd.,14,,kuala lumpur,00,company-secretarial-executive,3200.0,4800.0,monthly,2024-06-14
57077,76587563,Financial Consultant (Mobile Unit),Ibpo Group Berhad,14,14,kl eco city,03,financial-consultant,,4300.0,monthly,2024-06-14
57079,76571292,Customer Service & Sales Administrative Assistant,Wholly Greens Sdnâ Bhd.,01,,johor,01,sales-administration-assistant,2500.0,3500.0,monthly,2024-06-13
57080,76555966,ACCOUNTS EXECUTIVE,Lam Seng Plastics Industries Sdn. Bhd.,10,,selangor,00,accounts-executive,3000.0,3500.0,monthly,2024-06-13
57084,76581535,"Planner (SAP Compulsory) â based in Kulai, Johor",Foxconn Technology Malaysia Sdn. Bhd.,01,,johor,20,planner,3000.0,3800.0,monthly,2024-06-14
57087,76573013,Internship For Banking Finance,Jh Wealth Advisory (Johor),01,,johor bahru district,03,finance,700.0,1000.0,monthly,2024-06-13
57089,76532468,ADMIN ASSISTANT,South Marine Services Sdn. Bhd.,10,10,klang district,01,administration-officer,1800.0,2100.0,monthly,2024-06-12
57090,76590841,Precious Metals Trader/ Senior Trader,Br Metals Sdn. Bhd.,14,,kuala lumpur,29,trader,8000.0,10000.0,monthly,2024-06-14
57092,76591874,Sales / Business Development Executive,Joey Yap Research International,14,14,mid valley city,25,business-development-executive,2800.0,4000.0,monthly,2024-06-14
57094,76565505,Operation cum Purchasing Executive (5 days work) è¿è¥å¼éè´­æ§è¡å,V-Nest Sdn. Bhd.,08,0807,kinta district,20,purchasing-executive,2500.0,3200.0,monthly,2024-06-13
57095,76568514,PROJECT ENGINEER,Es Connect Sdn. Bhd.,10,10,kajang/bangi/serdang,11,project-engineer,3300.0,4500.0,monthly,2024-06-13
57096,76577034,Outlet Manager,Cezars Kitchen Sdn. Bhd.,10,10,putrajaya,15,outlet-manager,3000.0,3500.0,monthly,2024-06-14
57097,76571069,Assistant Human Resources Manager,Brd New Materials (Malaysia) Sdn. Bhd.,14,,kuala lumpur,16,Assistant-Human-Resources-Manager,4000.0,6000.0,monthly,2024-06-13
57100,76584116,"Operation Planner, Haulage",Millenium Logistics Sdn. Bhd.,01,,johor bahru district,20,operations-planner,2500.0,3700.0,monthly,2024-06-14
57101,76559005,WAREHOUSE EXECUTIVE,Etd Makmur (M) Sdn. Bhd.,10,1007,petaling,20,warehouse-executive,2500.0,3000.0,monthly,2024-06-13
57102,76591334,Graphic Designer (FMCG),Elite Beauty Asia (Malaysia) Sdn.. Bhd.,14,,kuala lumpur,09,graphic-designer,4000.0,5500.0,monthly,2024-06-14
57104,76591031,ERP Application Specialist,Michael Page International (Malaysia) Sdn. Bhd.,14,,kuala lumpur,17,application-specialist,18024.0,27036.0,monthly,2024-06-14
57107,76570860,Account Executive,Amt Pc Distributors Sdn. Bhd.,10,10,klang district,00,account-executive,4000.0,5000.0,monthly,2024-06-13
57108,76563006,ACCOUNT EXECUTIVE,Yewniverse Hospitality Group Sdn. Bhd.,14,,kuala lumpur,00,account-executive,2500.0,3200.0,monthly,2024-06-13
57111,76569642,Part Time Aircond Technician,Toolr My Sdn. Bhd.,14,,kuala lumpur,29,air-conditioning-technician,2000.0,3000.0,hourly,2024-06-13
57113,76594429,Immediate Hiring for Customer Care @ Jalan Anson (RM 2300),Agensi Pekerjaan Jobonline Sdn. Bhd.,07,,penang island,05,customer-service-role,2100.0,2300.0,monthly,2024-06-14
57115,76569087,SYSTEM ENGINEER,Tech-Store Malaysia Sdn. Bhd.,10,1007,petaling,17,systems-engineer,3700.0,4600.0,monthly,2024-06-13
57116,76576655,Hardware Staff Engineer/Hardware Engineer (Senior/Junior),Merry Electronics Sdn. Bhd.,07,,penang island,11,hardware-engineer,6000.0,9000.0,monthly,2024-06-14
57119,76569098,Assistant Company Secretary / Accountant,Bayabumi Sdn. Bhd.,10,1007,petaling,00,assistant-secretary,2000.0,3000.0,monthly,2024-06-13
57120,76530695,Customer service executive,Persolkelly Workforce Solutions Malaysia Sdn. Bhd.,10,,selangor,05,customer-service-executive,3000.0,4000.0,monthly,2024-06-12
57123,76587301,Website Developer,Total Reach Marketing Sdn. Bhd.,12,1207,kota kinabalu district,17,website-developer,2500.0,3500.0,monthly,2024-06-14
57124,76595533,"Insurance Salesperson [International Bank] | Basic + Commission | Up to RM10,000",Cgp Personnel,01,,johor,25,Insurance-Salesperson,6000.0,7000.0,monthly,2024-06-15
57125,76588208,Sales Operation,Zbom Singapore Pte. Ltd.,14,,kuala lumpur,25,sales,3000.0,4500.0,monthly,2024-06-14
57126,76531096,Social Media & E-Commerce Marketing Executive (URGENT HIRING),Sth Marketing Sdn. Bhd.,10,,selangor,21,eCommerce-Marketing-Executive,3000.0,3500.0,monthly,2024-06-12
57127,76544959,Account & Admin Assistant,Mudajaya Recycle Sdn. Bhd.,10,1002,hulu langat,00,accounts-and-admin-assistant,2000.0,2500.0,monthly,2024-06-12
57128,76567309,Business Development Executive (Retail),Yfs Corp. (M) Sdn. Bhd.,01,0105,kulai district,25,business-development-executive,3500.0,4500.0,monthly,2024-06-13
57129,76585929,Business Development Manager,Opus Hospitality Sdn. Bhd.,14,,kuala lumpur,23,business-development-manager,6800.0,10000.0,monthly,2024-06-14
57131,76558536,Finance Intern,Big Corridor Sdn. Bhd.,14,,kuala lumpur,00,finance,800.0,1000.0,monthly,2024-06-13
57133,76558159,Account Executive,Atlantic Elevator Sdn. Bhd.,10,1007,petaling,00,account-executive,2800.0,3200.0,monthly,2024-06-13
57138,76583650,Commercial Manager,Prestige Management Services Consultant Sbn Bhd.,14,,kuala lumpur,07,commercial-manager,5500.0,6600.0,monthly,2024-06-14
57139,76558088,Customer Commercial Support Executive,Kvc Industrial Supplies Sdn. Bhd.,06,0602,seberang perai,25,support-executive,2600.0,3900.0,monthly,2024-06-13
57140,76586777,R&D Mechanical Engineer,Anda Technologies Malaysia Sdn. Bhd.,06,0602,seberang perai,11,mechanical-engineer,4000.0,6000.0,monthly,2024-06-14
57141,76591044,System Application Engineer,Michael Page International (Malaysia) Sdn. Bhd.,14,,kuala lumpur,17,applications-engineer,36048.0,45060.0,monthly,2024-06-14
57142,76579204,HR Administrator,Flutech Industrial (M) Sdn. Bhd.,07,,penang island,16,human-resources-administrator,2500.0,3500.0,monthly,2024-06-14
57143,76578858,Assistant Product Manager,Agensi Pekerjaan Hays (Malaysia) Sdn. Bhd.,10,1007,petaling,21,assistant-product-manager,270360000.0,405540000.0,monthly,2024-06-14
57145,76571188,Customer Service Supervisor,Kmhniaga Sdn. Bhd.,14,14,mont kiara,05,customer-service-supervisor,4500.0,6000.0,monthly,2024-06-13
57146,76591573,Beauty Therapist,Mjhm Holdings Sdn. Bhd.,14,14,mont kiara,29,beauty-therapist,,2500.0,monthly,2024-06-14
57148,76582890,System Developer,Hume Cement Sdn. Bhd.,08,0805,kampar district,17,systems-developer,4500.0,5800.0,monthly,2024-06-14
57151,76553654,Customer Service (Fresh/Junior) | Up to RM3800,Agensi Pekerjaan Jobbuilder Sdn Bhd (Jtksm143B),10,1007,petaling,05,customer-service-role,3000.0,3600.0,monthly,2024-06-13
57153,76570047,Data Engineer,Databricks Tech Sdn. Bhd.,14,,kuala lumpur,17,data-engineer,4000.0,6000.0,monthly,2024-06-13
57154,76571365,Assistant Vice President - Buyer,Homepro Malaysia,10,1007,petaling,25,assistant-vice-president,8000.0,10000.0,monthly,2024-06-13
57155,76587911,Sales & Marketing Executive,Wit Venture Sdn. Bhd.,14,,kuala lumpur,23,sales-and-marketing-executive,3200.0,4800.0,monthly,2024-06-14
57157,76588328,Site Supervisor,Cscecpe Sdn. Bhd.,14,,kuala lumpur,07,site-supervisor,6000.0,9000.0,monthly,2024-06-14
57159,75820724,Customer Service Executive (WFH),Private Advertiser,14,,kuala lumpur,05,customer-service-executive,1800.0,2500.0,monthly,2024-06-12
